GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
8365,689.35,1624.92,2061.82,211.21,114.82,-146.62,-1372.63,-3426.99,2141.42,2639.42,-918.01,100.39,4536.73,-817.63,3719.1
8416,666.98,1668.59,2063.5,213.49,116.84,-147.81,-1391.45,-3374.35,2099.28,2615.07,-945.82,101.94,4530.14,-843.88,3686.26
8467,675.23,1661.5,2081.97,217.81,109.35,-137.32,-1382.74,-3419.24,2106.6,2640.91,-933.59,98.84,4554.07,-834.74,3719.33
8518,716.11,1643.33,2068.72,209.92,114.06,-128.78,-1375.54,-3452.51,2062.97,2628.65,-901.05,101.37,4486.92,-799.68,3687.24
8569,714.62,1661.17,2066.16,220.25,106.14,-142.64,-1377.45,-3463.22,2059.08,2632.32,-885.32,98.11,4476.41,-787.22,3689.2
8620,661.75,1653.25,2068.61,211.41,124.24,-128.66,-1332.7,-3435.38,2138.77,2635.03,-910.58,99.97,4596.32,-810.61,3785.7
8671,689.15,1637.48,2035.61,218.8,113.46,-133.54,-1349.21,-3452.8,2072.13,2647.14,-907.93,99.47,4478.23,-808.46,3669.77
8722,678.84,1644.23,2079.96,198.37,116.42,-150.14,-1364.94,-3450.23,2118.39,2663.97,-922.59,99.99,4534.85,-822.61,3712.25
8773,695.94,1663.4,2061.59,212.85,118.03,-143.44,-1386.06,-3460.05,2110.98,2642.8,-900.8,97.37,4516.03,-803.43,3712.6
8824,694.01,1634.95,2053.63,200.8,112.17,-130.71,-1373.23,-3443.85,2133.77,2645.29,-915.52,99.36,4526.84,-816.16,3710.68
8875,684.87,1680.11,2075.27,207.68,114.79,-147.26,-1403.88,-3438.18,2127.73,2630.18,-902.44,97.47,4531.31,-804.97,3726.34
8926,687.22,1656.27,2085.79,216.14,110.35,-140.11,-1403.13,-3419.15,2114.4,2629.24,-922.55,97.83,4537.02,-824.72,3712.3
8977,706.52,1631.05,2057.18,211.92,116.87,-138.43,-1358.43,-3415.18,2091.36,2641.05,-932.85,100.89,4543.89,-831.96,3711.93
9028,702.02,1655.57,2076.58,212.51,119.91,-152.29,-1330.37,-3465.59,2134.13,2647.46,-904.73,100.09,4599.92,-804.63,3795.29
9079,662.88,1644.64,2049.61,204.47,124.74,-138.54,-1345.49,-3436.55,2102.25,2631.91,-919.17,99.78,4499.94,-819.39,3680.55
9130,702.05,1693.46,2055.64,207.4,117.86,-137.21,-1355.5,-3434.04,2078.85,2616.13,-899.65,99.14,4544.64,-800.51,3744.13
9181,707.27,1634.63,2039.55,206.63,112.5,-124.11,-1381.94,-3440.26,2081.01,2627.26,-905.73,99.59,4462.52,-806.14,3656.39
9232,672.5,1679.42,2063.8,210.87,111.86,-132.78,-1376.43,-3422.49,2139.2,2629.42,-916.41,99.96,4575.36,-816.44,3758.91
9283,687.1,1671.49,2050.68,218.63,109.08,-121.37,-1349.91,-3444.02,2069.8,2629.73,-907.56,101.5,4521.21,-806.07,3715.14
9334,666.91,1646.63,2105.8,209.27,117.22,-151.47,-1364.68,-3439.47,2154.99,2647.88,-927.17,99.87,4593.09,-827.29,3765.8
9385,667.48,1691.04,2053.36,215.57,126.8,-112.93,-1381.49,-3447.15,2119.16,2643.32,-905.07,98.6,4575.16,-806.47,3768.69
9436,706.55,1727.21,2054.98,232.59,114.35,-139.84,-1345.03,-3432.34,2136.31,2620.94,-904.76,102.78,4675.72,-801.98,3873.74
9487,697.59,1734.89,2058.95,219.82,100.82,-122.72,-1368.98,-3434.35,2105.02,2621.8,-904.39,98.94,4612.84,-805.45,3807.39
9538,705.63,1644.56,2044.0,210.92,110.63,-130.43,-1307.46,-3443.6,2110.35,2621.74,-905.31,104.01,4566.34,-801.3,3765.04
9589,694.9,1627.07,2050.47,197.35,103.03,-127.07,-1349.9,-3410.4,2127.34,2651.85,-945.78,105.69,4564.64,-840.09,3724.55
9640,656.72,1696.44,2050.4,206.88,106.45,-119.58,-1336.77,-3429.63,2077.95,2636.15,-930.27,101.29,4545.0,-828.99,3716.02
9691,713.08,1618.36,2063.54,203.19,118.42,-120.43,-1357.9,-3426.59,2080.47,2640.47,-929.39,102.05,4532.61,-827.34,3705.27
9742,702.88,1677.23,2022.0,216.09,107.92,-128.51,-1341.1,-3473.61,2134.03,2650.11,-894.92,100.29,4567.05,-794.63,3772.42
9793,689.55,1635.67,2077.0,220.65,125.77,-146.72,-1366.11,-3413.69,2132.03,2638.35,-939.82,99.9,4592.49,-839.92,3752.58
9844,670.76,1681.1,2034.8,218.43,121.83,-129.55,-1335.74,-3440.21,2179.68,2644.63,-919.76,103.9,4645.73,-815.85,3829.88
9895,707.96,1654.17,2048.93,213.35,118.56,-147.88,-1360.9,-3393.6,2131.42,2642.8,-953.35,102.67,4614.8,-850.68,3764.12
9946,692.4,1648.73,2018.48,227.85,110.58,-135.24,-1374.45,-3416.17,2077.68,2624.9,-926.69,100.22,4474.77,-826.47,3648.3
9997,682.85,1667.35,2067.79,218.87,101.41,-145.83,-1361.82,-3429.39,2138.59,2641.19,-926.46,100.93,4581.02,-825.53,3755.48

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,29.68,57.16,81.28,8.13,3.18,-3.71,-26.88,-42.65,64.75,-8.85,-140.94,8.15,162.09,-132.79,29.3
52,18.81,51.04,90.67,7.62,4.52,-3.87,-23.77,-58.18,76.08,-5.79,-128.27,7.77,157.12,-120.5,36.62
103,31.45,57.13,86.36,6.8,4.57,-5.21,-24.53,-55.58,61.02,-9.86,-129.57,7.93,152.14,-121.64,30.5
154,22.02,59.18,89.98,7.6,4.47,-4.16,-23.7,-41.71,73.43,-7.48,-142.07,7.85,179.63,-134.22,45.41
205,28.6,49.38,85.3,7.94,3.21,-3.68,-19.04,-66.37,63.9,-8.36,-121.0,7.97,140.89,-113.04,27.85
256,30.96,44.15,92.12,6.51,4.58,-3.11,-21.76,-53.81,58.14,-9.39,-131.63,7.96,148.4,-123.67,24.72
307,29.13,45.79,86.65,7.28,4.74,-4.36,-23.32,-50.94,66.87,-9.1,-133.83,7.95,152.75,-125.89,26.86
358,22.9,47.0,86.89,6.84,4.87,-4.59,-20.55,-53.97,71.55,-6.87,-132.36,7.77,154.06,-124.59,29.48
409,31.09,43.39,84.37,5.61,4.63,-3.15,-22.7,-61.32,69.5,-8.34,-124.42,7.79,143.06,-116.63,26.44
460,20.32,53.23,86.46,6.62,1.54,-5.23,-27.5,-55.3,66.27,-8.85,-129.01,7.67,137.55,-121.34,16.21
511,27.22,49.58,86.26,5.89,6.35,-4.11,-22.0,-62.18,70.27,-9.4,-123.94,7.92,147.9,-116.02,31.88
562,27.63,47.08,81.54,7.19,4.16,-4.42,-21.22,-60.67,74.15,-7.21,-126.24,8.0,148.23,-118.24,29.99
613,30.26,61.66,89.44,7.7,4.13,-4.26,-21.32,-57.69,74.61,-7.73,-127.04,7.8,176.79,-119.24,57.55
664,26.81,50.75,81.1,7.29,6.29,-4.48,-24.59,-57.06,76.93,-7.4,-129.39,7.86,155.63,-121.53,34.1
715,37.52,49.16,86.17,5.64,6.11,-4.77,-16.92,-56.79,67.91,-10.89,-128.82,7.71,163.13,-121.12,42.01
766,36.88,52.16,85.9,7.52,4.83,-3.72,-27.89,-50.96,73.07,-7.08,-133.36,7.7,170.7,-125.66,45.04
817,37.09,55.39,87.83,8.33,5.14,-3.93,-21.98,-44.06,73.87,-10.25,-138.63,8.19,187.42,-130.43,56.99
868,31.71,64.5,84.5,8.55,10.36,-3.72,-24.82,-57.34,67.97,-8.57,-127.46,7.77,173.14,-119.69,53.45
919,28.78,51.44,82.11,5.61,5.3,-5.42,-24.81,-43.34,65.67,-8.69,-138.63,8.01,156.64,-130.62,26.02
970,20.4,61.39,83.48,7.68,6.31,-4.52,-25.64,-60.41,70.97,-6.42,-126.64,7.8,153.24,-118.84,34.4
1021,28.48,55.43,85.34,6.44,4.61,-5.52,-23.57,-57.09,70.27,-10.83,-126.51,8.04,153.54,-118.46,35.08
1072,21.21,49.11,88.23,5.3,6.43,-4.28,-23.63,-57.95,71.05,-7.79,-127.72,8.02,147.69,-119.7,27.99
1123,24.49,48.66,82.92,5.65,7.1,-3.65,-22.13,-40.21,67.93,-8.71,-142.12,7.85,162.07,-134.27,27.8
1174,29.09,54.8,83.06,7.79,5.06,-5.12,-26.26,-41.14,65.67,-7.58,-142.16,8.03,165.37,-134.12,31.25
1225,25.07,63.34,88.59,6.62,7.25,-4.7,-26.26,-57.89,63.71,-6.96,-128.83,7.72,158.78,-121.11,37.66
1276,30.6,57.95,82.56,7.39,4.42,-3.8,-25.11,-43.95,63.67,-9.93,-138.6,8.06,163.77,-130.54,33.24
1327,23.96,56.41,85.23,8.39,8.18,-3.98,-25.18,-56.84,70.21,-6.82,-130.13,7.66,159.57,-122.47,37.1
1378,26.94,45.42,84.46,7.03,6.41,-4.07,-23.38,-59.52,67.48,-6.68,-125.66,8.01,144.09,-117.65,26.44
1429,28.64,61.38,82.68,6.44,9.11,-4.16,-24.86,-55.89,69.39,-10.36,-129.92,7.94,162.38,-121.98,40.4
1480,28.66,62.74,82.88,8.62,2.83,-3.8,-27.42,-41.53,69.68,-10.43,-140.65,8.04,172.23,-132.61,39.62
1531,34.95,57.24,87.63,7.35,6.0,-4.09,-22.89,-43.23,67.17,-10.6,-139.57,7.99,179.53,-131.58,47.95
1582,24.14,49.45,83.33,10.21,6.89,-3.02,-22.98,-40.71,78.93,-6.85,-143.26,7.97,179.39,-135.29,44.1
1633,27.9,52.22,89.62,7.43,4.17,-4.92,-24.01,-57.87,69.89,-11.36,-126.1,7.93,153.09,-118.17,34.92
1684,25.44,61.66,82.61,6.36,3.66,-3.03,-24.71,-40.67,67.18,-9.66,-142.51,8.21,168.83,-134.3,34.53
1735,28.97,47.59,84.33,6.0,7.73,-4.68,-14.85,-61.67,67.63,-7.18,-127.26,7.79,153.88,-119.47,34.41
1786,25.3,52.47,87.1,7.02,8.22,-5.64,-22.09,-63.65,73.41,-4.36,-125.48,7.87,157.78,-117.6,40.18
1837,33.63,57.91,93.82,9.26,4.17,-5.14,-21.5,-54.11,72.0,-9.62,-131.28,7.76,180.42,-123.52,56.9
1888,26.23,51.73,90.13,5.77,4.52,-4.75,-24.82,-63.63,75.35,-5.53,-123.81,7.71,155.0,-116.1,38.91
1939,23.2,50.82,88.9,7.01,6.01,-5.03,-20.35,-60.21,83.82,-2.13,-129.96,7.52,172.04,-122.44,49.6
1990,35.36,52.34,83.23,8.16,6.01,-6.02,-17.15,-59.69,71.99,-13.19,-123.54,7.93,161.03,-115.61,45.43
2041,29.04,45.15,84.26,6.41,4.56,-4.35,-27.41,-59.81,66.96,-5.44,-127.48,7.74,139.37,-119.74,19.63
2092,27.78,57.52,88.07,7.39,6.5,-4.82,-24.06,-56.52,68.95,-9.11,-128.93,7.74,161.71,-121.2,40.52
2143,29.93,50.07,90.27,7.39,6.77,-4.67,-22.87,-62.33,65.51,-10.29,-122.47,7.86,149.78,-114.62,35.17
2194,36.19,55.65,84.89,7.55,3.84,-4.24,-27.06,-38.06,58.3,-11.19,-143.14,8.15,165.87,-134.99,30.89
2245,32.91,58.22,90.54,8.33,3.52,-3.88,-22.09,-44.63,67.86,-6.0,-141.65,7.95,184.78,-133.69,51.08
2296,26.61,57.24,90.81,7.98,9.89,-3.47,-24.13,-60.99,66.54,-9.96,-124.23,7.83,160.53,-116.41,44.12
2347,28.28,57.31,82.17,6.73,3.33,-4.18,-28.77,-44.99,71.32,-9.68,-138.0,7.79,161.54,-130.21,31.33
2398,24.41,63.5,89.31,8.04,2.55,-3.45,-26.01,-56.86,72.9,-6.76,-129.77,7.79,167.63,-121.99,45.64
2449,25.95,55.76,82.23,7.4,5.61,-4.5,-23.7,-53.14,67.47,-10.06,-129.8,7.74,153.02,-122.07,30.95
2500,27.76,50.59,90.37,7.96,3.6,-4.79,-23.53,-65.16,71.22,-4.58,-123.16,7.8,153.44,-115.36,38.08
2551,26.44,49.41,84.58,6.16,2.92,-4.59,-23.01,-45.07,70.53,-5.49,-140.74,7.99,161.86,-132.75,29.11
2602,24.34,63.16,89.06,9.56,5.52,-3.78,-26.8,-53.89,65.33,-8.55,-131.39,7.76,163.95,-123.64,40.31
2653,21.4,49.13,88.64,7.01,2.35,-3.7,-27.75,-49.51,62.94,-10.11,-133.19,7.83,140.38,-125.36,15.02
2704,32.6,57.97,80.94,10.32,4.85,-5.28,-26.63,-39.97,68.24,-12.42,-141.51,7.98,170.63,-133.53,37.09
2755,28.03,46.46,84.39,6.96,3.75,-4.49,-23.48,-55.29,72.83,-10.35,-127.72,7.75,148.81,-119.97,28.84
2806,30.87,61.93,85.63,9.56,4.89,-2.22,-21.36,-58.8,62.69,-11.69,-126.49,7.87,161.5,-118.63,42.87
2857,33.06,52.29,85.83,6.36,8.25,-5.37,-25.1,-40.24,68.27,-9.04,-142.18,7.8,174.31,-134.39,39.93
2908,24.47,51.83,84.43,7.42,3.1,-3.75,-26.67,-46.54,64.01,-6.24,-138.24,8.01,152.06,-130.24,21.82
2959,30.98,48.08,90.61,6.47,3.17,-5.09,-25.56,-46.83,61.78,-7.8,-137.07,7.82,155.8,-129.24,26.56
3010,25.63,51.21,86.12,5.73,5.36,-3.91,-22.81,-42.71,64.95,-11.02,-139.35,8.05,158.55,-131.3,27.25
3061,30.76,53.2,87.0,7.53,2.41,-3.03,-25.17,-50.3,60.17,-10.78,-134.23,8.08,151.81,-126.15,25.66
3112,34.47,55.34,85.77,7.94,3.28,-5.18,-27.59,-41.8,62.64,-10.98,-139.78,8.29,163.9,-131.49,32.41
3163,28.71,56.2,85.4,7.48,6.91,-5.29,-24.42,-39.28,60.72,-9.93,-142.92,8.18,166.51,-134.74,31.77
3214,23.87,48.75,84.97,8.72,11.35,-4.0,-24.49,-49.64,67.9,-10.84,-132.91,8.1,156.6,-124.82,31.78
3265,27.3,48.67,88.0,6.53,4.63,-4.7,-22.92,-46.91,64.51,-7.64,-137.75,8.1,157.48,-129.65,27.83
3316,26.55,52.38,88.46,6.09,2.52,-3.62,-23.6,-46.42,71.8,-7.58,-138.24,8.27,166.58,-129.97,36.61
3367,29.63,58.97,89.52,7.23,3.62,-5.7,-27.1,-53.98,65.67,-12.27,-128.38,8.05,155.6,-120.33,35.27
3418,26.8,50.42,82.71,6.55,3.02,-4.63,-29.41,-36.7,64.45,-10.32,-142.94,7.86,152.9,-135.09,17.81
3469,28.51,55.54,84.99,6.84,2.96,-3.84,-27.92,-47.82,59.21,-8.63,-135.08,7.96,149.84,-127.12,22.72
3520,31.45,45.01,91.12,6.46,5.41,-2.94,-28.87,-51.87,68.97,-12.91,-129.1,7.82,151.82,-121.28,30.54
3571,26.3,56.54,92.58,8.56,5.37,-4.6,-26.11,-58.54,69.66,-12.36,-124.44,7.9,157.4,-116.55,40.85
3622,30.04,53.99,87.86,9.04,4.56,-5.09,-20.95,-56.8,61.59,-11.61,-128.01,7.86,152.63,-120.15,32.48
3673,28.66,63.68,92.7,8.35,4.55,-4.77,-20.15,-42.37,63.47,-15.31,-138.02,7.97,178.79,-130.05,48.75
3724,20.28,43.23,85.38,7.17,4.61,-3.46,-23.49,-56.52,72.69,-7.42,-129.09,7.85,142.46,-121.24,21.22
3775,33.54,63.68,84.43,5.99,7.77,-3.89,-22.24,-51.7,55.1,-15.02,-130.93,7.94,157.66,-122.98,34.68
3826,31.94,61.05,88.95,8.21,2.31,-3.53,-20.9,-61.98,69.14,-13.66,-122.19,7.9,161.53,-114.29,47.24
3877,32.61,56.34,89.68,6.86,3.65,-4.84,-25.75,-42.73,60.07,-10.82,-138.24,7.9,165.09,-130.34,34.75
3928,22.64,47.72,85.18,6.98,3.74,-3.91,-25.4,-40.84,74.37,-5.34,-144.05,8.22,165.15,-135.82,29.33
3979,22.1,64.07,89.3,7.31,4.43,-3.27,-23.51,-60.05,64.83,-8.76,-126.21,8.02,156.44,-118.19,38.25
4030,27.76,58.41,84.76,7.28,5.53,-3.22,-25.83,-51.67,61.46,-11.0,-131.27,7.81,153.47,-123.46,30.01
4081,28.33,56.49,85.22,7.39,6.45,0.06,-28.04,-53.3,63.61,-10.13,-130.15,7.86,156.08,-122.29,33.79
4132,22.71,53.01,93.71,7.51,6.18,-2.1,-31.16,-44.4,68.02,-9.44,-138.48,7.88,164.06,-130.59,33.46
4183,24.23,67.76,89.01,6.98,5.72,-1.48,-25.18,-50.31,55.81,-13.0,-131.48,8.08,159.54,-123.4,36.14
4234,25.48,52.04,80.87,6.0,7.62,-2.19,-23.93,-36.39,62.18,-12.32,-144.06,8.15,159.36,-135.9,23.46
4285,25.45,49.06,85.59,6.92,5.1,-4.06,-27.11,-45.17,65.52,-10.6,-137.89,7.78,150.69,-130.11,20.58
4336,30.28,56.34,87.23,9.25,4.47,-3.53,-28.42,-43.7,62.57,-10.84,-138.76,7.95,163.65,-130.81,32.83
4387,26.88,57.45,81.27,5.02,5.97,-3.63,-21.15,-52.09,70.52,-9.21,-132.6,7.89,161.04,-124.72,36.32
4438,30.28,56.6,89.01,7.96,3.97,-3.18,-22.38,-50.63,65.47,-10.02,-133.49,7.99,167.08,-125.51,41.57
4489,32.72,51.08,84.09,8.8,3.86,-4.88,-21.8,-62.57,66.44,-12.66,-121.33,7.9,145.08,-113.42,31.66
4540,25.81,51.0,82.72,5.29,3.6,-4.67,-24.75,-56.68,62.76,-9.04,-127.21,8.09,136.04,-119.12,16.91
4591,34.6,47.88,87.04,7.46,5.79,-5.09,-31.1,-56.82,55.42,-9.36,-127.21,7.8,135.82,-119.41,16.4
4642,23.4,58.0,87.36,8.12,4.5,-3.3,-27.99,-42.49,73.04,-5.16,-142.27,7.99,175.49,-134.27,41.21
4693,30.04,56.92,88.15,6.7,5.14,-4.67,-22.62,-54.25,61.59,-9.68,-130.34,8.31,157.32,-122.03,35.29
4744,22.2,56.07,90.33,7.99,1.76,-3.48,-24.11,-58.85,69.38,-9.05,-126.05,7.76,152.23,-118.29,33.93
4795,31.87,53.01,87.43,8.65,6.23,-2.42,-25.55,-53.56,76.63,-6.64,-132.47,7.91,175.65,-124.56,51.09
4846,32.48,52.4,84.77,9.22,5.87,-5.43,-28.86,-35.72,60.35,-11.95,-145.39,7.99,163.12,-137.4,25.72
4897,30.83,60.11,82.67,8.05,3.06,-5.62,-22.78,-52.15,62.15,-14.76,-129.06,7.78,151.56,-121.29,30.28
4948,24.5,65.71,84.76,7.59,6.4,-4.87,-26.48,-41.98,57.57,-12.64,-137.99,8.03,160.57,-129.96,30.61
4999,30.73,60.81,89.24,7.45,7.54,-4.9,-16.38,-60.99,82.49,-10.63,-124.18,7.79,185.35,-116.39,68.96
5050,21.39,57.28,88.18,7.63,3.01,-4.43,-22.78,-58.39,79.99,-8.85,-127.53,7.68,163.02,-119.85,43.17
5101,22.73,56.14,88.87,6.03,2.1,-3.72,-25.74,-61.61,69.84,-8.63,-123.54,7.97,146.01,-115.57,30.44
5152,27.05,58.06,85.8,8.62,1.84,-3.75,-25.98,-53.8,65.14,-9.98,-130.22,7.83,153.0,-122.4,30.61
5203,30.06,50.79,84.11,9.05,3.91,-4.65,-27.68,-39.43,67.42,-7.78,-144.08,7.96,165.8,-136.13,29.67
5254,25.19,51.68,86.06,6.48,3.82,-4.68,-23.56,-40.23,62.62,-10.2,-141.93,8.09,157.18,-133.84,23.34
5305,28.05,52.7,84.76,7.78,3.5,-3.94,-16.78,-59.3,71.59,-11.7,-124.53,7.85,156.66,-116.68,39.98
5356,31.45,52.96,86.66,6.81,3.95,-3.51,-22.1,-51.01,66.11,-12.75,-130.33,7.79,158.56,-122.54,36.03
5407,31.89,53.42,88.98,7.18,5.94,-2.14,-25.79,-46.1,71.24,-7.69,-137.58,7.86,176.93,-129.72,47.21
5458,26.78,51.61,80.22,6.34,3.67,-2.1,-18.56,-58.01,61.11,-11.69,-125.08,7.96,139.37,-117.12,22.25
5509,30.37,57.31,86.23,7.75,2.34,-5.12,-22.89,-45.33,56.45,-10.77,-138.53,7.79,156.35,-130.74,25.61
5560,27.86,61.67,90.25,8.51,6.19,-3.59,-26.43,-59.55,64.13,-12.05,-124.62,7.71,156.99,-116.91,40.08
5611,29.64,61.05,79.18,8.23,7.02,-5.38,-22.35,-43.11,60.06,-9.89,-140.83,8.36,164.46,-132.47,31.99
5662,24.99,58.82,87.84,7.74,2.11,-4.67,-20.63,-38.55,65.45,-9.67,-143.63,8.36,173.42,-135.27,38.16
5713,27.61,57.84,84.73,6.21,5.45,-4.22,-27.94,-48.86,72.91,-7.6,-135.29,7.97,166.12,-127.32,38.8
5764,28.22,53.99,88.51,6.34,3.54,-6.12,-23.84,-55.32,64.03,-14.97,-126.32,8.07,144.37,-118.25,26.12
5815,28.16,67.57,84.35,7.42,6.04,-3.46,-23.15,-42.98,62.71,-14.3,-137.98,8.09,172.34,-129.89,42.45
5866,28.52,51.83,91.17,7.7,3.25,-4.5,-28.22,-37.21,60.62,-9.22,-146.51,7.9,163.93,-138.61,25.32
5917,37.26,60.99,89.49,8.08,5.48,-5.54,-24.47,-43.94,64.26,-8.46,-141.17,7.97,183.15,-133.21,49.94
5968,26.95,46.42,90.37,5.2,5.73,-4.02,-25.88,-55.96,67.28,-6.57,-131.59,7.89,149.53,-123.7,25.83
6019,29.15,52.39,84.77,4.41,4.13,-5.4,-26.32,-41.35,62.4,-9.7,-140.81,7.94,154.47,-132.87,21.6
6070,25.83,48.96,79.61,6.95,2.47,-3.6,-24.85,-58.18,68.1,-8.78,-127.0,7.91,136.53,-119.09,17.44
6121,30.29,46.76,86.18,8.53,6.62,-3.5,-20.13,-62.81,62.65,-5.32,-125.6,8.03,149.28,-117.57,31.71
6172,26.35,50.75,85.82,5.95,3.78,-4.24,-26.95,-43.77,64.63,-8.42,-140.1,8.1,153.9,-131.99,21.9
6223,31.82,54.36,90.19,7.45,6.49,-2.2,-15.6,-63.7,62.01,-11.66,-121.87,7.9,159.17,-113.97,45.2
6274,29.55,54.96,87.65,6.92,2.71,-3.92,-24.46,-57.6,72.9,-7.65,-126.07,7.82,161.07,-118.25,42.82
6325,24.93,42.32,91.97,4.27,5.77,-4.52,-24.3,-62.94,72.62,-6.72,-123.64,7.91,143.39,-115.73,27.67
6376,26.27,53.98,81.4,7.59,2.55,-3.38,-25.81,-43.07,63.73,-8.25,-140.57,7.94,155.02,-132.63,22.39
6427,23.02,44.96,82.15,4.94,4.45,-3.42,-20.6,-53.53,67.38,-7.75,-132.0,7.76,141.59,-124.24,17.36
6478,26.33,51.03,85.83,5.61,6.63,-4.76,-24.18,-57.73,66.98,-10.96,-127.45,7.95,144.8,-119.5,25.3
6529,30.09,57.98,87.89,9.58,6.78,-3.63,-25.48,-41.31,60.35,-10.33,-141.15,8.04,171.92,-133.1,38.82
6580,27.62,49.83,88.95,7.47,3.49,-4.13,-25.62,-47.08,64.48,-8.75,-136.39,8.08,156.26,-128.31,27.95
6631,34.71,64.3,95.52,9.3,5.72,-2.13,-20.84,-58.12,71.19,-13.66,-123.35,7.97,185.99,-115.38,70.61
6682,27.2,54.84,84.6,6.43,5.57,-2.52,-20.41,-48.8,66.47,-10.71,-135.51,8.12,162.67,-127.39,35.28
6733,22.19,52.65,85.74,6.93,1.93,-4.6,-27.46,-42.01,64.32,-9.93,-140.81,8.12,149.76,-132.69,17.07
6784,32.21,51.99,85.94,7.83,6.6,-2.4,-27.26,-52.31,63.06,-11.68,-131.2,7.93,153.98,-123.27,30.7
6835,24.3,37.25,88.05,5.11,9.13,-3.23,-24.97,-48.86,71.09,-5.45,-136.46,7.99,152.42,-128.47,23.95
6886,19.94,61.49,91.21,7.13,2.17,-3.7,-27.24,-61.82,64.57,-9.97,-123.77,7.95,143.79,-115.82,27.97
6937,39.44,52.09,85.78,7.69,4.06,-3.02,-26.87,-51.34,62.68,-9.33,-132.6,7.89,161.18,-124.7,36.48
6988,30.15,51.94,89.43,8.71,6.77,-3.2,-26.47,-63.73,62.71,-5.46,-124.29,7.94,150.85,-116.35,34.5
7039,34.38,60.92,88.57,8.3,2.72,-3.38,-23.38,-67.13,70.68,-5.89,-121.16,7.76,165.8,-113.4,52.39
7090,27.64,61.03,85.35,5.72,3.25,-4.92,-25.36,-51.71,62.84,-11.93,-128.07,7.97,151.92,-120.09,31.82
7141,16.88,54.84,86.51,6.35,7.2,-6.08,-26.44,-57.62,79.18,-8.24,-127.27,7.73,152.58,-119.53,33.04
7192,30.81,65.18,81.56,7.45,7.64,-5.36,-22.81,-34.26,57.54,-13.7,-146.1,8.43,174.05,-137.68,36.37
7243,21.58,59.29,81.28,7.05,4.34,-4.23,-23.09,-48.83,66.31,-7.39,-135.39,7.98,156.3,-127.42,28.88
7294,35.76,75.55,90.46,10.51,9.78,-4.64,-30.04,-56.18,69.52,-9.78,-129.09,7.68,190.94,-121.41,69.53
7345,25.35,59.64,90.54,8.37,2.04,-4.09,-22.34,-34.75,70.27,-5.73,-151.06,8.15,189.3,-142.92,46.39
7396,18.26,73.26,80.74,7.68,3.87,-4.55,-21.84,-39.12,72.63,-6.89,-145.66,8.14,184.04,-137.52,46.53
7447,32.75,56.88,88.09,5.9,5.17,-3.4,-25.77,-58.04,56.9,-10.45,-127.76,7.93,148.02,-119.84,28.19
7498,31.97,65.73,85.84,10.46,7.22,-3.84,-28.09,-41.44,65.09,-10.89,-141.42,7.81,182.03,-133.62,48.42
7549,26.64,56.98,91.46,8.92,3.71,-4.04,-24.75,-45.34,64.4,-8.21,-139.94,8.29,169.78,-131.65,38.14
7600,22.99,61.22,86.76,8.55,5.89,-4.51,-25.12,-58.76,70.87,-7.14,-130.21,7.97,160.76,-122.24,38.51
7651,25.9,55.03,90.47,7.76,2.9,-4.63,-25.33,-58.36,69.58,-7.22,-129.16,7.94,156.11,-121.22,34.88
7702,23.88,48.42,86.51,7.28,4.72,-6.38,-21.23,-41.49,66.1,-7.98,-143.62,8.03,159.85,-135.6,24.25
7753,33.2,62.65,91.55,6.25,7.21,-5.47,-26.42,-37.09,65.24,-9.46,-146.9,8.04,187.64,-138.86,48.78
7804,27.01,48.52,91.93,5.43,6.89,-4.37,-22.09,-61.3,68.92,-8.33,-126.17,7.91,152.61,-118.26,34.35
7855,37.6,50.85,84.11,6.79,2.91,-2.91,-24.02,-57.96,68.31,-7.52,-129.08,7.84,158.15,-121.24,36.91
7906,22.65,50.87,89.96,6.67,3.7,-5.85,-23.69,-50.47,67.65,-6.63,-135.14,7.85,154.85,-127.3,27.56
7957,26.28,52.22,88.29,6.85,7.03,-6.12,-27.7,-38.23,69.01,-5.7,-146.94,7.88,171.93,-139.06,32.87
8008,30.92,53.91,89.9,6.34,3.7,-4.38,-18.77,-62.09,67.86,-10.46,-124.54,7.92,156.91,-116.62,40.29
8059,25.9,58.07,87.4,6.36,4.58,-3.87,-26.12,-63.09,63.41,-7.19,-124.56,7.62,145.46,-116.94,28.52
8110,32.47,56.99,82.77,8.32,8.03,-3.94,-23.06,-53.27,64.03,-5.56,-134.71,7.83,166.78,-126.88,39.9
8161,32.14,59.58,88.06,7.81,5.47,-4.32,-27.91,-41.22,60.45,-10.61,-140.25,8.0,169.45,-132.25,37.2
8212,20.27,51.35,91.62,7.14,3.45,-4.77,-21.58,-66.58,68.13,-6.89,-121.12,7.79,142.15,-113.33,28.82
8263,27.03,55.31,83.69,7.88,4.26,-3.22,-23.77,-69.29,62.87,-5.76,-119.54,7.74,139.01,-111.8,27.21
